AA,24,FCO,1555,ORD,3830,0,763
AA,24,FCO,1555,PHL,3752,0,333
AA,24,JFK,3797,AMM,2170,0,340 330
AA,24,JFK,3797,ANU,2874,0,738
AA,24,JFK,3797,AUH,2179,0,777
AA,24,JFK,3797,AUS,3673,0,738
AA,24,JFK,3797,BCN,1218,0,763
AA,24,JFK,3797,BDA,4069,0,738
AA,24,JFK,3797,BNA,3690,0,ER4
AA,24,JFK,3797,BOS,3448,0,738
AA,24,JFK,3797,BWI,3849,0,ER4
AA,24,JFK,3797,CCS,2851,0,757 738
AA,24,JFK,3797,CDG,1382,0,763 757
AA,24,JFK,3797,CLE,3486,0,ER4
AA,24,JFK,3797,CLT,3876,0,321 319
AA,24,JFK,3797,CMH,3759,0,ER4 CR7
AA,24,JFK,3797,CUN,1852,0,738
AA,24,JFK,3797,CVG,3488,0,ER4
AA,24,JFK,3797,DCA,3520,0,738
AA,24,JFK,3797,DFW,3670,0,738 757
AA,24,JFK,3797,DOH,2241,0,777
AA,24,JFK,3797,DUB,599,0,757
AA,24,JFK,3797,DUS,345,0,330
AA,24,JFK,3797,EZE,3988,0,777
AA,24,JFK,3797,FCO,1555,0,763
AA,24,JFK,3797,GIG,2560,0,763
AA,24,JFK,3797,GRU,2564,0,773 77W 777
AA,24,JFK,3797,GYE,2673,0,763
AA,24,JFK,3797,HEL,421,0,330
AA,24,JFK,3797,HKG,3077,0,773
AA,24,JFK,3797,IND,3585,0,ER4
AA,24,JFK,3797,LAS,3877,0,738
AA,24,JFK,3797,LAX,3484,0,32B 762
AA,24,JFK,3797,LCY,503,0,318
AA,24,JFK,3797,LHR,507,0,777 77W
AA,24,JFK,3797,LIM,2789,0,763
AA,24,JFK,3797,MAD,1229,0,330 757 340
AA,24,JFK,3797,MAN,478,0,757
AA,24,JFK,3797,MCO,3878,0,763 757
AA,24,JFK,3797,MIA,3576,0,757 763 738
AA,24,JFK,3797,MXP,1524,0,763
AA,24,JFK,3797,NRT,2279,0,787 773
AA,24,JFK,3797,ORD,3830,0,738
AA,24,JFK,3797,ORF,3611,0,ER4
AA,24,JFK,3797,ORY,1386,0,757
AA,24,JFK,3797,PAP,1897,0,763
AA,24,JFK,3797,PHX,3462,0,321
AA,24,JFK,3797,PIT,3570,0,ER4
AA,24,JFK,3797,RDU,3626,0,ERD CR7
AA,24,JFK,3797,SAN,3731,0,738
AA,24,JFK,3797,SCL,2650,0,787
AA,24,JFK,3797,SEA,3577,0,738
AA,24,JFK,3797,SFO,3469,0,32B 763
AA,24,JFK,3797,SJO,1885,0,738
AA,24,JFK,3797,SJU,2890,0,757
AA,24,JFK,3797,STT,2883,0,757
AA,24,JFK,3797,SXM,2899,0,757
AA,24,JFK,3797,TPA,3646,0,CR7
AA,24,JFK,3797,TXL,351,0,330
AA,24,JFK,3797,YUL,146,0,ERD
AA,24,JFK,3797,YYC,178,0,737
AA,24,JFK,3797,YYZ,193,0,CR7
AA,24,JFK,3797,ZRH,1678,0,763
AA,24,LAX,3484,ABQ,4019,0,CRJ CR7
AA,24,LAX,3484,ANC,3774,0,737
AA,24,LAX,3484,AUS,3673,0,M83 738
AA,24,LAX,3484,BDL,3825,0,738
AA,24,LAX,3484,BNA,3690,0,738
AA,24,LAX,3484,BNE,3320,0,744
AA,24,LAX,3484,BOS,3448,0,757 738
AA,24,LAX,3484,CLT,3876,0,321
AA,24,LAX,3484,CMH,3759,0,738
AA,24,LAX,3484,DCA,3520,0,738
AA,24,LAX,3484,DEN,3751,0,CR7
AA,24,LAX,3484,DFW,3670,0,738 763 757 M83
AA,24,LAX,3484,DUS,345,0,330
AA,24,LAX,3484,ELP,3559,0,CRJ
AA,24,LAX,3484,EUG,4099,0,CRJ
AA,24,LAX,3484,FAT,3687,0,CRJ
AA,24,LAX,3484,GDL,1804,0,737
AA,24,LAX,3484,GRU,2564,0,777
AA,24,LAX,3484,HKG,3077,0,773
AA,24,LAX,3484,HNL,3728,0,757
AA,24,LAX,3484,IAD,3714,0,738
AA,24,LAX,3484,IAH,3550,0,CR7
AA,24,LAX,3484,IND,3585,0,738
AA,24,LAX,3484,JFK,3797,0,32B 762
AA,24,LAX,3484,KOA,3514,0,757
AA,24,LAX,3484,LAS,3877,0,738
AA,24,LAX,3484,LHR,507,0,77W
AA,24,LAX,3484,LIH,3602,0,757
AA,24,LAX,3484,LIM,2789,0,763
AA,24,LAX,3484,MAD,1229,0,340
AA,24,LAX,3484,MCO,3878,0,757 738
AA,24,LAX,3484,MEL,3339,0,380
AA,24,LAX,3484,MEX,1824,0,737
AA,24,LAX,3484,MFR,4101,0,DH4
AA,24,LAX,3484,MIA,3576,0,757 777 763 738
AA,24,LAX,3484,MMH,7081,0,DH4
AA,24,LAX,3484,MRY,3948,0,CRJ
AA,24,LAX,3484,NAN,1960,0,330
AA,24,LAX,3484,NRT,2279,0,777 773
AA,24,LAX,3484,OGG,3456,0,757
AA,24,LAX,3484,OKC,3863,0,CR7
AA,24,LAX,3484,ORD,3830,0,738
AA,24,LAX,3484,PBI,3722,0,738
AA,24,LAX,3484,PDX,3720,0,737
AA,24,LAX,3484,PHL,3752,0,321 320
AA,24,LAX,3484,PHX,3462,0,321 319 320
AA,24,LAX,3484,PIT,3570,0,738
AA,24,LAX,3484,PPT,4075,0,340
AA,24,LAX,3484,PVG,3406,0,777
AA,24,LAX,3484,RDM,4103,0,CRJ
AA,24,LAX,3484,RDU,3626,0,738
AA,24,LAX,3484,RNO,3807,0,CRJ
AA,24,LAX,3484,SAF,3784,0,CRJ
AA,24,LAX,3484,SAN,3731,0,CRJ CR7
AA,24,LAX,3484,SEA,3577,0,737
AA,24,LAX,3484,SFO,3469,0,738
AA,24,LAX,3484,SJC,3748,0,CR7 CRJ
AA,24,LAX,3484,SJD,1840,0,M83 738
AA,24,LAX,3484,SLC,3536,0,CRJ CR7
AA,24,LAX,3484,SMF,3817,0,CRJ
AA,24,LAX,3484,STL,3678,0,M83
AA,24,LAX,3484,STS,6992,0,DH4
AA,24,LAX,3484,SYD,3361,0,380 744
AA,24,LAX,3484,TUS,3636,0,CRJ
AA,24,LAX,3484,XNA,4356,0,CR7
AA,24,LAX,3484,YEG,49,0,737
AA,24,LAX,3484,YVR,156,0,737
AA,24,LAX,3484,YYC,178,0,737
AA,24,LAX,3484,YYZ,193,0,738
AA,24,LGA,3697,BNA,3690,0,CR7
AA,24,LGA,3697,BOS,3448,0,319 E90
AA,24,LGA,3697,CHO,4015,0,ERD
AA,24,LGA,3697,CLT,3876,0,321 319 320
AA,24,LGA,3697,CMH,3759,0,CR7 ERD
AA,24,LGA,3697,DAY,3627,0,ERD
AA,24,LGA,3697,DCA,3520,0,319 E90
AA,24,LGA,3697,DFW,3670,0,738
AA,24,LGA,3697,DTW,3645,0,CR7
AA,24,LGA,3697,GSO,4008,0,ERD
AA,24,LGA,3697,ILM,3845,0,ERD
AA,24,LGA,3697,LIT,3660,0,CR7
AA,24,LGA,3697,MIA,3576,0,738
AA,24,LGA,3697,ORD,3830,0,738
AA,24,LGA,3697,ORF,3611,0,ERD
AA,24,LGA,3697,PBI,3722,0,738
AA,24,LGA,3697,PHL,3752,0,E90 DH3 319
AA,24,LGA,3697,PIT,3570,0,CRJ E75
AA,24,LGA,3697,RDU,3626,0,ERD CR7
AA,24,LGA,3697,RIC,3608,0,ERD
AA,24,LGA,3697,ROA,4016,0,ERD
AA,24,LGA,3697,SDF,4014,0,ERD
AA,24,LGA,3697,STL,3678,0,CR7
AA,24,LGA,3697,TYS,3676,0,ERD
AA,24,LGA,3697,XNA,4356,0,CR7
AA,24,LGA,3697,YUL,146,0,ERD
AA,24,LGA,3697,YYZ,193,0,CR7
AA,24,LHR,507,ABZ,532,0,319 321 320
AA,24,LHR,507,ACC,248,0,744
AA,24,LHR,507,AGP,1230,0,320
AA,24,LHR,507,AMS,580,0,320 319 321
AA,24,LHR,507,ARN,737,0,321 319 767 320
AA,24,LHR,507,ATH,3941,0,767 320
AA,24,LHR,507,ATL,3682,0,777
AA,24,LHR,507,AUH,2179,0,777
AA,24,LHR,507,AUS,3673,0,787
AA,24,LHR,507,BAH,2057,0,777
AA,24,LHR,507,BCN,1218,0,319 320 321 767
AA,24,LHR,507,BGO,636,0,319
AA,24,LHR,507,BHD,467,0,319
AA,24,LHR,507,BLQ,1538,0,320 319
AA,24,LHR,507,BLR,3131,0,777
AA,24,LHR,507,BOM,2997,0,777
AA,24,LHR,507,BOS,3448,0,744 777
AA,24,LHR,507,BRU,302,0,320 319 321
AA,24,LHR,507,BSL,4053,0,319 321
AA,24,LHR,507,BUD,1489,0,320
AA,24,LHR,507,BWI,3849,0,767
AA,24,LHR,507,CDG,1382,0,320 319 321
AA,24,LHR,507,CLT,3876,0,333
AA,24,LHR,507,CPH,609,0,321 320 319
AA,24,LHR,507,CPT,797,0,744 777
AA,24,LHR,507,DEL,3093,0,777
AA,24,LHR,507,DEN,3751,0,777
AA,24,LHR,507,DFW,3670,0,77W 777
AA,24,LHR,507,DUB,599,0,319
AA,24,LHR,507,DUS,345,0,319 320
AA,24,LHR,507,DXB,2188,0,744 777
AA,24,LHR,507,EBB,1187,0,767
AA,24,LHR,507,EDI,535,0,767 321 320 319
AA,24,LHR,507,EWR,3494,0,777 787
AA,24,LHR,507,FCO,1555,0,321 320 319
AA,24,LHR,507,FRA,340,0,319 320
AA,24,LHR,507,GIB,1738,0,320
AA,24,LHR,507,GLA,534,0,319 320 321 767
AA,24,LHR,507,GOT,687,0,320 321 319
AA,24,LHR,507,GVA,1665,0,319 320 321
AA,24,LHR,507,HAJ,352,0,319
AA,24,LHR,507,HAM,342,0,321 319 320
AA,24,LHR,507,HEL,421,0,320
AA,24,LHR,507,HYD,3141,0,767
AA,24,LHR,507,IAD,3714,0,744 777
AA,24,LHR,507,IAH,3550,0,744 777
AA,24,LHR,507,IST,1701,0,767 320
AA,24,LHR,507,JFK,3797,0,77W 777
AA,24,LHR,507,JNB,813,0,380 744
AA,24,LHR,507,KUL,3304,0,380
AA,24,LHR,507,KWI,2176,0,744
AA,24,LHR,507,LAS,3877,0,744
AA,24,LHR,507,LAX,3484,0,77W
AA,24,LHR,507,LBA,517,0,319
AA,24,LHR,507,LCA,1197,0,767
AA,24,LHR,507,LIN,1529,0,319 320 321
AA,24,LHR,507,LIS,1638,0,320
AA,24,LHR,507,LUX,629,0,319
AA,24,LHR,507,LYS,1335,0,319
AA,24,LHR,507,MAA,3144,0,777
AA,24,LHR,507,MAN,478,0,319 320 321
AA,24,LHR,507,MIA,3576,0,77W 777
AA,24,LHR,507,MRS,1353,0,319 320
AA,24,LHR,507,MUC,346,0,320 321 319
AA,24,LHR,507,MXP,1524,0,319 320 321
AA,24,LHR,507,NBO,4059,0,744
AA,24,LHR,507,NCE,1354,0,320 321 319
AA,24,LHR,507,NCL,521,0,321 320 319
AA,24,LHR,507,ORD,3830,0,763 777
AA,24,LHR,507,OSL,644,0,319 320 321
AA,24,LHR,507,OTP,1657,0,320
AA,24,LHR,507,PHL,3752,0,333
AA,24,LHR,507,PHX,3462,0,744
AA,24,LHR,507,PRG,1587,0,320
AA,24,LHR,507,PSA,1562,0,320 321
AA,24,LHR,507,RDU,3626,0,763
AA,24,LHR,507,RTM,591,0,319
AA,24,LHR,507,SAN,3731,0,777
AA,24,LHR,507,SEA,3577,0,777
AA,24,LHR,507,SFO,3469,0,744
AA,24,LHR,507,SOF,1194,0,320
AA,24,LHR,507,STR,350,0,319 321 320
AA,24,LHR,507,SVG,666,0,319
AA,24,LHR,507,TLS,1273,0,319 320
AA,24,LHR,507,TXL,351,0,320 321 319
AA,24,LHR,507,VCE,1551,0,320 319
AA,24,LHR,507,VIE,1613,0,320 319
AA,24,LHR,507,WAW,679,0,320
AA,24,LHR,507,YUL,146,0,777
AA,24,LHR,507,YVR,156,0,744
AA,24,LHR,507,YYC,178,0,767
AA,24,LHR,507,YYZ,193,0,787 744
AA,24,LHR,507,ZAG,1208,0,319 320
AA,24,LHR,507,ZRH,1678,0,320 319 321
AA,24,YUL,146,AMM,2170,0,330
AA,24,YUL,146,CLT,3876,0,CRJ
AA,24,YUL,146,DCA,3520,0,CRJ
AA,24,YUL,146,DFW,3670,0,738
AA,24,YUL,146,DTW,3645,0,330
AA,24,YUL,146,JFK,3797,0,ERD
AA,24,YUL,146,LGA,3697,0,ERD
AA,24,YUL,146,LHR,507,0,777
AA,24,YUL,146,MIA,3576,0,738
AA,24,YUL,146,ORD,3830,0,CRJ
AA,24,YUL,146,PHL,3752,0,CRJ
AB,214,CDG,1382,VIE,1613,0,320
AB,214,FCO,1555,DUS,345,0,321
AB,214,FCO,1555,TXL,351,0,320 738 73G
AB,214,FCO,1555,VIE,1613,0,E90
AB,214,JFK,3797,DUS,345,0,332
AB,214,JFK,3797,TXL,351,0,332
AB,214,LAX,3484,DUS,345,0,332
AB,214,LHR,507,BSL,4053,0,319 320 321
AB,214,LHR,507,FRA,340,0,767 319 320
AB,214,LHR,507,HAJ,352,0,319
AB,214,LHR,507,HAM,342,0,319 321 320
AB,214,LHR,507,MUC,346,0,320 321 319
AB,214,LHR,507,ORY,1386,0,320 319
AB,214,LHR,507,STR,350,0,319 321 320
AB,214,LHR,507,TXL,351,0,320 321 319
AB,214,LHR,507,VIE,1613,0,320
AB,214,LHR,507,ZRH,1678,0,319 320 321
AB,214,SXF,337,SAW,4317,0,738
AC,330,AMS,580,CPH,609,0,319 321
AC,330,CDG,1382,YUL,146,0,77W
AC,330,CDG,1382,YYZ,193,0,77W
AC,330,FCO,1555,YYZ,193,0,333
AC,330,JFK,3797,YYZ,193,0,CRA
AC,330,LAX,3484,YLW,87,0,CR7
AC,330,LAX,3484,YUL,146,0,319
AC,330,LAX,3484,YVR,156,0,319
AC,330,LAX,3484,YYC,178,0,319
AC,330,LAX,3484,YYZ,193,0,320 321
AC,330,LGA,3697,YOW,100,0,CRJ
AC,330,LGA,3697,YUL,146,0,E75
AC,330,LGA,3697,YYZ,193,0,E90 E75
AC,330,LHR,507,YEG,49,0,763
AC,330,LHR,507,YHZ,73,0,763
AC,330,LHR,507,YOW,100,0,763
AC,330,LHR,507,YUL,146,0,77W
AC,330,LHR,507,YVR,156,0,77W
AC,330,LHR,507,YYC,178,0,333
AC,330,LHR,507,YYT,189,0,319
AC,330,LHR,507,YYZ,193,0,77L 763 77W 333
AC,330,YUL,146,AZS,5810,0,320
AC,330,YUL,146,BDL,3825,0,BEH
AC,330,YUL,146,BOS,3448,0,CRJ DH3
AC,330,YUL,146,BRU,302,0,333
AC,330,YUL,146,CCC,5852,0,319
AC,330,YUL,146,CDG,1382,0,77W
AC,330,YUL,146,CUN,1852,0,319
AC,330,YUL,146,CZM,1800,0,319
AC,330,YUL,146,DCA,3520,0,CRJ
AC,330,YUL,146,DEN,3751,0,E90
AC,330,YUL,146,EWR,3494,0,CRJ
AC,330,YUL,146,FDF,2878,0,319
AC,330,YUL,146,FLL,3533,0,320
AC,330,YUL,146,FRA,340,0,333
AC,330,YUL,146,GVA,1665,0,333
AC,330,YUL,146,HOG,1910,0,319
AC,330,YUL,146,IAD,3714,0,CR7 ERJ CRJ
AC,330,YUL,146,IAH,3550,0,E70
AC,330,YUL,146,LAS,3877,0,763
AC,330,YUL,146,LAX,3484,0,319
AC,330,YUL,146,LGA,3697,0,E75
AC,330,YUL,146,LHR,507,0,77W
AC,330,YUL,146,MBJ,1780,0,319
AC,330,YUL,146,MCO,3878,0,319
AC,330,YUL,146,MUC,346,0,333
AC,330,YUL,146,ORD,3830,0,E75
AC,330,YUL,146,PAP,1897,0,763
AC,330,YUL,146,PTP,2881,0,319
AC,330,YUL,146,PUJ,1760,0,319
AC,330,YUL,146,SFO,3469,0,319
AC,330,YUL,146,SNU,1918,0,319
AC,330,YUL,146,VRA,1923,0,320
AC,330,YUL,146,YBC,27,0,DH1
AC,330,YUL,146,YBG,28,0,DH1
AC,330,YUL,146,YEG,49,0,320
AC,330,YUL,146,YFC,56,0,DH4 DH1
AC,330,YUL,146,YHZ,73,0,320 E90 E75 319
AC,330,YUL,146,YOW,100,0,E90 320
AC,330,YUL,146,YQB,111,0,DH3 DH1 DH4
AC,330,YUL,146,YQM,117,0,DH4
AC,330,YUL,146,YSJ,135,0,DH1
AC,330,YUL,146,YTZ,144,0,DH4
AC,330,YUL,146,YUY,149,0,DH1
AC,330,YUL,146,YVO,153,0,DH1
AC,330,YUL,146,YVR,156,0,321 320 333 319
AC,330,YUL,146,YWG,160,0,CRA
AC,330,YUL,146,YYC,178,0,E90 319 320
AC,330,YUL,146,YYG,182,0,DH4
AC,330,YUL,146,YYT,189,0,E90
AC,330,YUL,146,YYY,192,0,DH1
AC,330,YUL,146,YYZ,193,0,321 320 319 333 763 E75
AC,330,YUL,146,YZV,202,0,DH1
AC,330,YUL,146,ZBF,5538,0,DH3 DH1
AC,330,YUL,146,ZRH,1678,0,330
AC,330,YUL,146,ZSA,1956,0,319
AF,137,AMS,580,AUH,2179,0,332
AF,137,AMS,580,BOD,1264,0,E90 73W F70
AF,137,AMS,580,BSL,4053,0,F70 E90
AF,137,AMS,580,CDG,1382,0,321 320 319 318 32A
AF,137,AMS,580,CFE,1330,0,ER4
AF,137,AMS,580,DMM,2064,0,332
AF,137,AMS,580,DOH,2241,0,332
AF,137,AMS,580,HRE,1005,0,332
AF,137,AMS,580,JRO,1180,0,332
AF,137,AMS,580,KGL,1165,0,332
AF,137,AMS,580,KUL,3304,0,772
AF,137,AMS,580,KWI,2176,0,332
AF,137,AMS,580,LCY,503,0,AR8
AF,137,AMS,580,LYS,1335,0,F70
AF,137,AMS,580,MRS,1353,0,319
AF,137,AMS,580,NCE,1354,0,73W E90 73H
AF,137,AMS,580,NTE,1418,0,ER4
AF,137,AMS,580,SXB,1435,0,ER4 CR7 E70
AF,137,AMS,580,TLS,1273,0,E90
AF,137,AMS,580,TPE,2276,0,77W
AF,137,AMS,580,UIO,2688,0,772
AF,137,BOM,2997,CDG,1382,0,332
AF,137,CDG,1382,ABJ,253,0,772
AF,137,CDG,1382,ABV,260,0,332
AF,137,CDG,1382,ABZ,532,0,E70
AF,137,CDG,1382,AGP,1230,0,738
AF,137,CDG,1382,ALG,210,0,319
AF,137,CDG,1382,AMM,2170,0,320
AF,137,CDG,1382,AMS,580,0,321 320 319 318 32A
AF,137,CDG,1382,ARN,737,0,320 321 32A 319
AF,137,CDG,1382,ATH,3941,0,319 32A 320 321
AF,137,CDG,1382,ATL,3682,0,77W 744 772
AF,137,CDG,1382,AUH,2179,0,346
AF,137,CDG,1382,BCN,1218,0,321 32A 318 320
AF,137,CDG,1382,BEG,1739,0,320
AF,137,CDG,1382,BES,1403,0,318 321
AF,137,CDG,1382,BEY,2177,0,772 343
AF,137,CDG,1382,BGF,888,0,772
AF,137,CDG,1382,BHX,469,0,319 320
AF,137,CDG,1382,BIO,1216,0,E90 E70
AF,137,CDG,1382,BKK,3885,0,77W
AF,137,CDG,1382,BKO,1044,0,343
AF,137,CDG,1382,BLL,608,0,E90
AF,137,CDG,1382,BLQ,1538,0,E70 E90
AF,137,CDG,1382,BLR,3131,0,332
AF,137,CDG,1382,BOD,1264,0,321 320 32A 318
AF,137,CDG,1382,BOG,2709,0,343
AF,137,CDG,1382,BOM,2997,0,332
AF,137,CDG,1382,BOS,3448,0,744
AF,137,CDG,1382,BRE,353,0,E70
AF,137,CDG,1382,BSB,2531,0,772
AF,137,CDG,1382,BSL,4053,0,AT7
AF,137,CDG,1382,BUD,1489,0,318 321 320 319
AF,137,CDG,1382,BZV,883,0,343
AF,137,CDG,1382,CAI,1128,0,343 332
AF,137,CDG,1382,CAN,3370,0,772
AF,137,CDG,1382,CCS,2851,0,332
AF,137,CDG,1382,CFE,1330,0,E90 E70
AF,137,CDG,1382,CKY,4162,0,332
AF,137,CDG,1382,CLY,1322,0,320
AF,137,CDG,1382,CMN,1074,0,320 319 321
AF,137,CDG,1382,COO,245,0,343
AF,137,CDG,1382,CPH,609,0,318 319 320
AF,137,CDG,1382,CVG,3488,0,76W
AF,137,CDG,1382,DEL,3093,0,332
AF,137,CDG,1382,DKR,1084,0,77W
AF,137,CDG,1382,DLA,897,0,772
AF,137,CDG,1382,DTW,3645,0,343
AF,137,CDG,1382,DUB,599,0,AR8
AF,137,CDG,1382,DUS,345,0,318 320
AF,137,CDG,1382,DXB,2188,0,77W
AF,137,CDG,1382,EDI,535,0,AR8
AF,137,CDG,1382,EVN,3964,0,320
AF,137,CDG,1382,EWR,3494,0,76W
AF,137,CDG,1382,EXT,552,0,DH4
AF,137,CDG,1382,EZE,3988,0,772
AF,137,CDG,1382,FCO,1555,0,320 321 319 32A
AF,137,CDG,1382,FIH,1020,0,343
AF,137,CDG,1382,FLR,1563,0,318
AF,137,CDG,1382,FRA,340,0,318
AF,137,CDG,1382,GIG,2560,0,77W 332
AF,137,CDG,1382,GOA,1528,0,E70 E90
AF,137,CDG,1382,GOT,687,0,E70 E90
AF,137,CDG,1382,GRU,2564,0,772 77W
AF,137,CDG,1382,GVA,1665,0,319 321 320 318
AF,137,CDG,1382,GYD,2922,0,320
AF,137,CDG,1382,HAJ,352,0,E70 AR8
AF,137,CDG,1382,HAM,342,0,318 321 320 32A
AF,137,CDG,1382,HAN,3199,0,777
AF,137,CDG,1382,HAV,1909,0,77W
AF,137,CDG,1382,HEL,421,0,E90 321 320 32B 319
AF,137,CDG,1382,HKG,3077,0,77W
AF,137,CDG,1382,HND,2359,0,77W 772
AF,137,CDG,1382,IAD,3714,0,388 77W
AF,137,CDG,1382,IAH,3550,0,77W
